contract_id,dataset,has_claim,expected_loss,actual_loss
CTR_000205,Train,0,91.80121641144177,0.0
CTR_000209,Train,0,91.80121641144177,0.0
CTR_000213,Train,0,91.80121641144177,0.0
CTR_000215,Train,0,91.80121641144177,0.0
CTR_000219,Train,0,91.80121641144177,0.0
CTR_000220,Train,0,91.80121641144177,0.0
CTR_000225,Train,0,91.80121641144177,0.0
CTR_000231,Train,0,91.80121641144177,0.0
CTR_000232,Train,0,91.80121641144177,0.0
CTR_000236,Train,0,91.80121641144177,0.0
CTR_000238,Test,0,91.80121641144177,0.0
CTR_000240,Train,0,91.80121641144177,0.0
CTR_000241,Train,0,91.80121641144177,0.0
CTR_000248,Train,0,91.80121641144177,0.0
CTR_000250,Test,0,91.80121641144177,0.0
CTR_000251,Train,0,91.80121641144177,0.0
CTR_000252,Train,0,91.80121641144177,0.0
CTR_000255,Train,0,91.80121641144177,0.0
CTR_000257,Train,0,91.80121641144177,0.0
CTR_000258,Train,0,91.80121641144177,0.0
CTR_000261,Train,0,91.80121641144177,0.0
CTR_000264,Train,0,91.80121641144177,0.0
CTR_000265,Train,0,91.80121641144177,0.0
CTR_000277,Train,0,91.80121641144177,0.0
CTR_000282,Test,0,91.80121641144177,0.0
CTR_000285,Test,0,91.80121641144177,0.0
CTR_000291,Train,0,91.80121641144177,0.0
CTR_000292,Train,0,91.80121641144177,0.0
CTR_000295,Train,0,91.80121641144177,0.0
CTR_000297,Train,0,91.80121641144177,0.0
CTR_000298,Train,0,91.80121641144177,0.0
CTR_000300,Train,0,91.80121641144177,0.0
CTR_000301,Train,0,91.80121641144177,0.0
CTR_000302,Test,0,91.80121641144177,0.0
CTR_000303,Train,0,91.80121641144177,0.0
CTR_000306,Train,0,91.80121641144177,0.0
CTR_000307,Train,0,91.80121641144177,0.0
CTR_000311,Train,0,91.80121641144177,0.0
CTR_000312,Test,0,91.80121641144177,0.0
CTR_000314,Train,0,91.80121641144177,0.0
CTR_000316,Train,0,91.80121641144177,0.0
CTR_000317,Train,0,91.80121641144177,0.0
CTR_000325,Train,0,91.80121641144177,0.0
CTR_000338,Train,0,91.80121641144177,0.0
CTR_000342,Train,0,91.80121641144177,0.0
CTR_000343,Train,0,91.80121641144177,0.0
CTR_000347,Train,0,91.80121641144177,0.0
CTR_000351,Train,0,91.80121641144177,0.0
CTR_000361,Train,0,91.80121641144177,0.0
CTR_000364,Test,0,91.80121641144177,0.0
CTR_000367,Train,0,91.80121641144177,0.0
CTR_000372,Test,0,91.80121641144177,0.0
CTR_000380,Train,0,91.80121641144177,0.0
CTR_000381,Train,0,91.80121641144177,0.0
CTR_000383,Test,0,91.80121641144177,0.0
CTR_000384,Train,0,91.80121641144177,0.0
CTR_000387,Train,0,91.80121641144177,0.0
CTR_000392,Test,0,91.80121641144177,0.0
CTR_000394,Train,0,91.80121641144177,0.0
CTR_000395,Train,0,91.80121641144177,0.0
CTR_000396,Train,0,91.80121641144177,0.0
CTR_000406,Train,0,91.80121641144177,0.0
CTR_000416,Test,0,91.80121641144177,0.0
CTR_000417,Train,0,91.80121641144177,0.0
CTR_000423,Train,0,91.80121641144177,0.0
CTR_000426,Test,0,91.80121641144177,0.0
CTR_000429,Train,0,91.80121641144177,0.0
CTR_000431,Train,0,91.80121641144177,0.0
CTR_000435,Test,0,91.80121641144177,0.0
CTR_000442,Train,0,91.80121641144177,0.0
CTR_000451,Train,0,91.80121641144177,0.0
CTR_000452,Train,0,91.80121641144177,0.0
CTR_000454,Train,0,91.80121641144177,0.0
CTR_000456,Train,0,91.80121641144177,0.0
CTR_000459,Train,0,91.80121641144177,0.0
CTR_000460,Train,0,91.80121641144177,0.0
CTR_000462,Train,0,91.80121641144177,0.0
CTR_000463,Train,0,91.80121641144177,0.0
CTR_000465,Test,0,91.80121641144177,0.0
CTR_000466,Train,0,91.80121641144177,0.0
CTR_000469,Train,0,91.80121641144177,0.0
CTR_000471,Test,0,91.80121641144177,0.0
CTR_000477,Train,0,91.80121641144177,0.0
CTR_000483,Train,0,91.80121641144177,0.0
CTR_000484,Train,0,91.80121641144177,0.0
CTR_000485,Train,0,91.80121641144177,0.0
CTR_000486,Train,0,91.80121641144177,0.0
CTR_000488,Train,0,91.80121641144177,0.0
CTR_000493,Test,0,91.80121641144177,0.0
CTR_000496,Test,0,91.80121641144177,0.0
CTR_000498,Train,0,91.80121641144177,0.0
CTR_000502,Train,0,91.80121641144177,0.0
CTR_000505,Train,0,91.80121641144177,0.0
CTR_000507,Train,0,91.80121641144177,0.0
CTR_000508,Train,0,91.80121641144177,0.0
CTR_000510,Test,0,91.80121641144177,0.0
CTR_000513,Test,0,91.80121641144177,0.0
CTR_000519,Train,0,91.80121641144177,0.0
CTR_000523,Train,0,91.80121641144177,0.0
CTR_000525,Train,0,91.80121641144177,0.0
CTR_000527,Train,0,91.80121641144177,0.0
CTR_000545,Train,0,91.80121641144177,0.0
CTR_000547,Train,0,91.80121641144177,0.0
CTR_000548,Train,0,91.80121641144177,0.0
CTR_000552,Train,0,91.80121641144177,0.0
CTR_000555,Train,0,91.80121641144177,0.0
CTR_000560,Train,0,91.80121641144177,0.0
CTR_000563,Test,0,91.80121641144177,0.0
CTR_000568,Train,0,91.80121641144177,0.0
CTR_000573,Train,0,91.80121641144177,0.0
CTR_000576,Train,0,91.80121641144177,0.0
CTR_000585,Train,0,91.80121641144177,0.0
CTR_000590,Train,1,91.80121641144177,251.0
CTR_000597,Train,0,91.80121641144177,0.0
CTR_000598,Train,0,91.80121641144177,0.0
CTR_000600,Train,0,91.80121641144177,0.0
CTR_000610,Test,0,91.80121641144177,0.0
CTR_000613,Train,0,91.80121641144177,0.0
CTR_000614,Train,0,91.80121641144177,0.0
CTR_000615,Train,0,91.80121641144177,0.0
CTR_000624,Train,0,91.80121641144177,0.0
CTR_000632,Train,0,91.80121641144177,0.0
CTR_000635,Test,0,91.80121641144177,0.0
CTR_000639,Train,0,91.80121641144177,0.0
CTR_000646,Train,0,91.80121641144177,0.0
CTR_000649,Train,1,91.80121641144177,3715.18
CTR_000650,Test,0,91.80121641144177,0.0
CTR_000651,Test,0,91.80121641144177,0.0
CTR_000652,Train,0,91.80121641144177,0.0
CTR_000657,Train,0,91.80121641144177,0.0
CTR_000658,Train,0,91.80121641144177,0.0
CTR_000664,Train,0,91.80121641144177,0.0
CTR_000670,Train,0,91.80121641144177,0.0
CTR_000673,Train,0,91.80121641144177,0.0
CTR_000674,Test,0,91.80121641144177,0.0
CTR_000678,Train,0,91.80121641144177,0.0
CTR_000679,Train,0,91.80121641144177,0.0
CTR_000686,Test,0,91.80121641144177,0.0
CTR_000690,Train,0,91.80121641144177,0.0
CTR_000694,Test,0,91.80121641144177,0.0
CTR_000698,Train,0,91.80121641144177,0.0
CTR_000705,Train,0,91.80121641144177,0.0
CTR_000708,Train,0,91.80121641144177,0.0
CTR_000709,Test,0,91.80121641144177,0.0
CTR_000716,Train,0,91.80121641144177,0.0
CTR_000717,Train,0,91.80121641144177,0.0
CTR_000718,Train,0,91.80121641144177,0.0
CTR_000723,Train,0,91.80121641144177,0.0
CTR_000724,Train,0,91.80121641144177,0.0
CTR_000725,Train,0,91.80121641144177,0.0
CTR_000734,Train,0,91.80121641144177,0.0
CTR_000737,Train,0,91.80121641144177,0.0
CTR_000738,Train,0,91.80121641144177,0.0
CTR_000741,Test,0,91.80121641144177,0.0
CTR_000744,Train,0,91.80121641144177,0.0
CTR_000745,Train,0,91.80121641144177,0.0
CTR_000751,Train,0,91.80121641144177,0.0
CTR_000753,Train,0,91.80121641144177,0.0
CTR_000754,Train,0,91.80121641144177,0.0
CTR_000771,Train,0,91.80121641144177,0.0
CTR_000775,Test,0,91.80121641144177,0.0
CTR_000781,Train,0,91.80121641144177,0.0
CTR_000787,Test,0,91.80121641144177,0.0
CTR_000788,Train,0,91.80121641144177,0.0
CTR_000791,Train,0,91.80121641144177,0.0
CTR_000792,Train,0,91.80121641144177,0.0
CTR_000797,Train,0,91.80121641144177,0.0
CTR_000800,Train,0,91.80121641144177,0.0
CTR_000808,Train,0,91.80121641144177,0.0
CTR_000812,Train,0,91.80121641144177,0.0
CTR_000813,Train,0,91.80121641144177,0.0
CTR_000817,Test,0,91.80121641144177,0.0
CTR_000818,Train,0,91.80121641144177,0.0
CTR_000826,Train,0,91.80121641144177,0.0
CTR_000827,Train,0,91.80121641144177,0.0
CTR_000832,Train,0,91.80121641144177,0.0
CTR_000836,Train,0,91.80121641144177,0.0
CTR_000843,Train,0,91.80121641144177,0.0
CTR_000845,Test,0,91.80121641144177,0.0
CTR_000847,Train,0,91.80121641144177,0.0
CTR_000859,Train,0,91.80121641144177,0.0
CTR_000869,Train,0,91.80121641144177,0.0
CTR_000870,Test,0,91.80121641144177,0.0
CTR_000877,Train,0,91.80121641144177,0.0
CTR_000878,Train,0,91.80121641144177,0.0
CTR_000881,Train,0,91.80121641144177,0.0
CTR_000883,Train,0,91.80121641144177,0.0
CTR_000884,Train,0,91.80121641144177,0.0
CTR_000890,Train,0,91.80121641144177,0.0
CTR_000895,Train,0,91.80121641144177,0.0
CTR_000897,Test,0,91.80121641144177,0.0
CTR_000906,Train,0,91.80121641144177,0.0
CTR_000910,Test,0,91.80121641144177,0.0
CTR_000911,Train,0,91.80121641144177,0.0
CTR_000917,Train,0,91.80121641144177,0.0
CTR_000919,Train,1,91.80121641144177,505.63
CTR_000920,Train,0,91.80121641144177,0.0
CTR_000921,Train,0,91.80121641144177,0.0
CTR_000923,Train,0,91.80121641144177,0.0
CTR_000926,Train,0,91.80121641144177,0.0
CTR_000929,Test,0,91.80121641144177,0.0
CTR_000932,Train,0,91.80121641144177,0.0
CTR_000939,Test,0,91.80121641144177,0.0
CTR_000950,Train,0,91.80121641144177,0.0
CTR_000951,Train,0,91.80121641144177,0.0
CTR_000956,Train,0,91.80121641144177,0.0
CTR_000958,Test,0,91.80121641144177,0.0
CTR_000959,Train,0,91.80121641144177,0.0
CTR_000965,Train,0,91.80121641144177,0.0
CTR_000968,Train,0,91.80121641144177,0.0
CTR_000972,Train,0,91.80121641144177,0.0
CTR_000976,Train,0,91.80121641144177,0.0
CTR_000977,Train,0,91.80121641144177,0.0
CTR_000980,Train,0,91.80121641144177,0.0
CTR_000982,Train,0,91.80121641144177,0.0
CTR_000986,Train,0,91.80121641144177,0.0
CTR_000987,Train,0,91.80121641144177,0.0
CTR_000989,Train,0,91.80121641144177,0.0
CTR_000993,Train,0,91.80121641144177,0.0
CTR_000998,Train,0,91.80121641144177,0.0
CTR_001003,Train,0,91.80121641144177,0.0
CTR_001009,Train,0,91.80121641144177,0.0
CTR_001010,Test,0,91.80121641144177,0.0
CTR_001012,Train,0,91.80121641144177,0.0
CTR_001025,Train,0,91.80121641144177,0.0
CTR_001030,Train,0,91.80121641144177,0.0
CTR_001031,Train,0,91.80121641144177,0.0
CTR_001034,Train,0,91.80121641144177,0.0
CTR_001036,Train,0,91.80121641144177,0.0
CTR_001039,Train,0,91.80121641144177,0.0
CTR_001042,Train,0,91.80121641144177,0.0
CTR_001045,Test,0,91.80121641144177,0.0
CTR_001052,Train,0,91.80121641144177,0.0
CTR_001064,Train,0,91.80121641144177,0.0
CTR_001065,Test,1,91.80121641144177,2647.48
CTR_001066,Train,0,91.80121641144177,0.0
CTR_001075,Train,0,91.80121641144177,0.0
CTR_001076,Train,0,91.80121641144177,0.0
CTR_001077,Train,0,91.80121641144177,0.0
CTR_001079,Train,0,91.80121641144177,0.0
CTR_001080,Test,0,91.80121641144177,0.0
CTR_001081,Train,0,91.80121641144177,0.0
CTR_001083,Train,0,91.80121641144177,0.0
CTR_001087,Train,0,91.80121641144177,0.0
CTR_001088,Train,0,91.80121641144177,0.0
CTR_001089,Train,0,91.80121641144177,0.0
CTR_001090,Train,0,91.80121641144177,0.0
CTR_001101,Train,0,91.80121641144177,0.0
CTR_001102,Train,0,91.80121641144177,0.0
CTR_001103,Train,0,91.80121641144177,0.0
CTR_001110,Train,0,91.80121641144177,0.0
CTR_001111,Train,0,91.80121641144177,0.0
CTR_001114,Train,0,91.80121641144177,0.0
CTR_001115,Train,0,91.80121641144177,0.0
CTR_001120,Train,0,91.80121641144177,0.0
CTR_001124,Train,0,91.80121641144177,0.0
CTR_001126,Test,1,91.80121641144177,3331.34
CTR_001130,Train,0,91.80121641144177,0.0
CTR_001132,Train,0,91.80121641144177,0.0
CTR_001138,Train,0,91.80121641144177,0.0
CTR_001141,Test,1,91.80121641144177,2853.85
CTR_001142,Train,0,91.80121641144177,0.0
CTR_001150,Train,0,91.80121641144177,0.0
CTR_001151,Train,0,91.80121641144177,0.0
CTR_001158,Train,0,91.80121641144177,0.0
CTR_001160,Train,0,91.80121641144177,0.0
CTR_001161,Train,0,91.80121641144177,0.0
CTR_001163,Train,0,91.80121641144177,0.0
CTR_001168,Train,0,91.80121641144177,0.0
CTR_001169,Train,0,91.80121641144177,0.0
CTR_001172,Train,0,91.80121641144177,0.0
CTR_001183,Train,0,91.80121641144177,0.0
CTR_001186,Train,0,91.80121641144177,0.0
CTR_001187,Train,0,91.80121641144177,0.0
CTR_001194,Train,0,91.80121641144177,0.0
CTR_001205,Train,0,91.80121641144177,0.0
CTR_001208,Test,0,91.80121641144177,0.0
CTR_001210,Train,0,91.80121641144177,0.0
CTR_001212,Test,0,91.80121641144177,0.0
CTR_001213,Train,0,91.80121641144177,0.0
CTR_001214,Train,0,91.80121641144177,0.0
CTR_001217,Train,0,91.80121641144177,0.0
CTR_001221,Train,0,91.80121641144177,0.0
CTR_001222,Train,0,91.80121641144177,0.0
CTR_001228,Train,0,91.80121641144177,0.0
CTR_001233,Train,0,91.80121641144177,0.0
CTR_001235,Train,0,91.80121641144177,0.0
CTR_001236,Train,0,91.80121641144177,0.0
CTR_001239,Train,0,91.80121641144177,0.0
CTR_001245,Train,0,91.80121641144177,0.0
CTR_001250,Train,0,91.80121641144177,0.0
CTR_001253,Train,0,91.80121641144177,0.0
CTR_001254,Train,0,91.80121641144177,0.0
CTR_001256,Train,0,91.80121641144177,0.0
CTR_001258,Train,0,91.80121641144177,0.0
CTR_001260,Train,0,91.80121641144177,0.0
CTR_001263,Train,0,91.80121641144177,0.0
CTR_001264,Test,0,91.80121641144177,0.0
CTR_001267,Test,0,91.80121641144177,0.0
CTR_001268,Train,0,91.80121641144177,0.0
CTR_001269,Train,0,91.80121641144177,0.0
CTR_001271,Train,0,91.80121641144177,0.0
CTR_001275,Train,0,91.80121641144177,0.0
CTR_001276,Train,0,91.80121641144177,0.0
CTR_001278,Train,0,91.80121641144177,0.0
CTR_001286,Train,0,91.80121641144177,0.0
CTR_001288,Train,0,91.80121641144177,0.0
CTR_001295,Train,0,91.80121641144177,0.0
CTR_001296,Train,0,91.80121641144177,0.0
CTR_001299,Train,0,91.80121641144177,0.0
CTR_001301,Test,0,91.80121641144177,0.0
CTR_001303,Train,1,91.80121641144177,11538.69
CTR_001304,Train,0,91.80121641144177,0.0
CTR_001309,Train,0,91.80121641144177,0.0
CTR_001314,Train,1,91.80121641144177,12836.6
CTR_001316,Test,0,91.80121641144177,0.0
CTR_001325,Test,0,91.80121641144177,0.0
CTR_001331,Train,0,91.80121641144177,0.0
CTR_001334,Train,0,91.80121641144177,0.0
CTR_001335,Train,0,91.80121641144177,0.0
CTR_001336,Train,0,91.80121641144177,0.0
CTR_001339,Train,0,91.80121641144177,0.0
CTR_001345,Test,0,91.80121641144177,0.0
CTR_001346,Train,0,91.80121641144177,0.0
CTR_001349,Train,0,91.80121641144177,0.0
CTR_001352,Train,0,91.80121641144177,0.0
CTR_001359,Train,0,91.80121641144177,0.0
CTR_001361,Test,0,91.80121641144177,0.0
CTR_001367,Train,0,91.80121641144177,0.0
CTR_001371,Train,0,91.80121641144177,0.0
CTR_001377,Train,0,91.80121641144177,0.0
CTR_001381,Train,0,91.80121641144177,0.0
CTR_001382,Test,0,91.80121641144177,0.0
CTR_001383,Train,0,91.80121641144177,0.0
CTR_001387,Test,0,91.80121641144177,0.0
CTR_001388,Train,0,91.80121641144177,0.0
CTR_001390,Train,0,91.80121641144177,0.0
CTR_001392,Train,0,91.80121641144177,0.0
CTR_001398,Test,0,91.80121641144177,0.0
CTR_001399,Test,0,91.80121641144177,0.0
CTR_001407,Test,0,91.80121641144177,0.0
CTR_001409,Train,0,91.80121641144177,0.0
CTR_001418,Test,0,91.80121641144177,0.0
CTR_001419,Test,0,91.80121641144177,0.0
CTR_001426,Train,0,91.80121641144177,0.0
CTR_001427,Train,0,91.80121641144177,0.0
CTR_001430,Test,0,91.80121641144177,0.0
CTR_001433,Test,0,91.80121641144177,0.0
CTR_001437,Train,0,91.80121641144177,0.0
CTR_001440,Train,0,91.80121641144177,0.0
CTR_001448,Train,0,91.80121641144177,0.0
CTR_001449,Train,0,91.80121641144177,0.0
CTR_001453,Train,0,91.80121641144177,0.0
CTR_001454,Train,0,91.80121641144177,0.0
CTR_001455,Train,0,91.80121641144177,0.0
CTR_001461,Test,0,91.80121641144177,0.0
CTR_001462,Train,0,91.80121641144177,0.0
CTR_001468,Train,1,91.80121641144177,3351.63
CTR_001469,Train,0,91.80121641144177,0.0
CTR_001473,Train,0,91.80121641144177,0.0
CTR_001475,Train,0,91.80121641144177,0.0
CTR_001476,Test,0,91.80121641144177,0.0
CTR_001478,Train,0,91.80121641144177,0.0
CTR_001481,Train,0,91.80121641144177,0.0
CTR_001483,Train,0,91.80121641144177,0.0
CTR_001490,Train,0,91.80121641144177,0.0
CTR_001493,Train,0,91.80121641144177,0.0
CTR_001498,Train,0,91.80121641144177,0.0
CTR_001499,Train,0,91.80121641144177,0.0
CTR_001500,Train,0,91.80121641144177,0.0
CTR_001501,Train,0,91.80121641144177,0.0
CTR_001516,Train,0,91.80121641144177,0.0
CTR_001520,Train,0,91.80121641144177,0.0
CTR_001524,Train,0,91.80121641144177,0.0
CTR_001525,Train,0,91.80121641144177,0.0
CTR_001530,Train,0,91.80121641144177,0.0
CTR_001532,Train,0,91.80121641144177,0.0
CTR_001535,Train,0,91.80121641144177,0.0
CTR_001536,Train,0,91.80121641144177,0.0
CTR_001537,Train,0,91.80121641144177,0.0
CTR_001541,Train,0,91.80121641144177,0.0
CTR_001548,Train,0,91.80121641144177,0.0
CTR_001555,Train,0,91.80121641144177,0.0
CTR_001556,Train,0,91.80121641144177,0.0
CTR_001559,Train,0,91.80121641144177,0.0
CTR_001567,Train,0,91.80121641144177,0.0
CTR_001570,Train,0,91.80121641144177,0.0
CTR_001572,Train,0,91.80121641144177,0.0
CTR_001579,Train,0,91.80121641144177,0.0
CTR_001581,Train,0,91.80121641144177,0.0
CTR_001583,Train,0,91.80121641144177,0.0
CTR_001584,Train,0,91.80121641144177,0.0
CTR_001585,Train,0,91.80121641144177,0.0
CTR_001592,Train,0,91.80121641144177,0.0
CTR_001594,Train,0,91.80121641144177,0.0
CTR_001598,Train,0,91.80121641144177,0.0
CTR_001601,Test,0,91.80121641144177,0.0
CTR_001602,Train,0,91.80121641144177,0.0
CTR_001614,Train,0,91.80121641144177,0.0
CTR_001616,Test,0,91.80121641144177,0.0
CTR_001617,Train,0,91.80121641144177,0.0
CTR_001618,Train,0,91.80121641144177,0.0
CTR_001619,Train,0,91.80121641144177,0.0
CTR_001621,Test,0,91.80121641144177,0.0
CTR_001630,Train,0,91.80121641144177,0.0
CTR_001631,Train,0,91.80121641144177,0.0
CTR_001635,Train,0,91.80121641144177,0.0
CTR_001642,Train,0,91.80121641144177,0.0
CTR_001647,Train,0,91.80121641144177,0.0
CTR_001650,Train,0,91.80121641144177,0.0
CTR_001655,Test,0,91.80121641144177,0.0
CTR_001656,Train,0,91.80121641144177,0.0
CTR_001658,Train,0,91.80121641144177,0.0
CTR_001660,Test,0,91.80121641144177,0.0
CTR_001661,Test,0,91.80121641144177,0.0
CTR_001662,Train,0,91.80121641144177,0.0
CTR_001667,Train,0,91.80121641144177,0.0
CTR_001670,Train,1,91.80121641144177,483.92
CTR_001674,Train,0,91.80121641144177,0.0
CTR_001675,Test,0,91.80121641144177,0.0
CTR_001676,Test,0,91.80121641144177,0.0
CTR_001680,Train,0,91.80121641144177,0.0
CTR_001684,Train,0,91.80121641144177,0.0
CTR_001685,Train,0,91.80121641144177,0.0
CTR_001688,Train,0,91.80121641144177,0.0
CTR_001690,Train,0,91.80121641144177,0.0
CTR_001691,Train,0,91.80121641144177,0.0
CTR_001698,Train,0,91.80121641144177,0.0
CTR_001699,Train,0,91.80121641144177,0.0
CTR_001702,Train,0,91.80121641144177,0.0
CTR_001705,Train,0,91.80121641144177,0.0
CTR_001715,Train,0,91.80121641144177,0.0
CTR_001716,Test,0,91.80121641144177,0.0
CTR_001725,Test,0,91.80121641144177,0.0
CTR_001729,Train,0,91.80121641144177,0.0
CTR_001732,Train,0,91.80121641144177,0.0
CTR_001734,Train,0,91.80121641144177,0.0
CTR_001736,Test,0,91.80121641144177,0.0
CTR_001742,Train,0,91.80121641144177,0.0
CTR_001744,Train,0,91.80121641144177,0.0
CTR_001748,Train,0,91.80121641144177,0.0
CTR_001751,Test,1,91.80121641144177,6368.29
CTR_001753,Test,0,91.80121641144177,0.0
CTR_001756,Train,0,91.80121641144177,0.0
CTR_001763,Train,0,91.80121641144177,0.0
CTR_001767,Test,0,91.80121641144177,0.0
CTR_001768,Train,0,91.80121641144177,0.0
CTR_001769,Train,0,91.80121641144177,0.0
CTR_001774,Test,0,91.80121641144177,0.0
CTR_001777,Train,0,91.80121641144177,0.0
CTR_001779,Test,0,91.80121641144177,0.0
CTR_001783,Train,1,91.80121641144177,525.88
CTR_001791,Train,0,91.80121641144177,0.0
CTR_001792,Train,0,91.80121641144177,0.0
CTR_001793,Train,0,91.80121641144177,0.0
CTR_001794,Train,0,91.80121641144177,0.0
CTR_001795,Train,0,91.80121641144177,0.0
CTR_001798,Test,0,91.80121641144177,0.0
CTR_001801,Train,0,91.80121641144177,0.0
CTR_001802,Test,0,91.80121641144177,0.0
CTR_001803,Train,0,91.80121641144177,0.0
CTR_001814,Train,0,91.80121641144177,0.0
CTR_001815,Test,0,91.80121641144177,0.0
CTR_001823,Train,0,91.80121641144177,0.0
CTR_001825,Test,0,91.80121641144177,0.0
CTR_001830,Train,0,91.80121641144177,0.0
CTR_001834,Train,0,91.80121641144177,0.0
CTR_001836,Train,0,91.80121641144177,0.0
CTR_001842,Train,0,91.80121641144177,0.0
CTR_001849,Train,0,91.80121641144177,0.0
CTR_001857,Train,0,91.80121641144177,0.0
CTR_001860,Test,0,91.80121641144177,0.0
CTR_001862,Train,0,91.80121641144177,0.0
CTR_001863,Train,0,91.80121641144177,0.0
CTR_001865,Train,0,91.80121641144177,0.0
CTR_001866,Train,0,91.80121641144177,0.0
CTR_001867,Train,0,91.80121641144177,0.0
CTR_001870,Train,0,91.80121641144177,0.0
CTR_001876,Train,0,91.80121641144177,0.0
CTR_001878,Train,0,91.80121641144177,0.0
CTR_001885,Train,0,91.80121641144177,0.0
CTR_001886,Train,0,91.80121641144177,0.0
CTR_001887,Train,0,91.80121641144177,0.0
CTR_001888,Train,0,91.80121641144177,0.0
CTR_001889,Test,0,91.80121641144177,0.0
CTR_001896,Train,0,91.80121641144177,0.0
CTR_001898,Test,0,91.80121641144177,0.0
CTR_001904,Train,0,91.80121641144177,0.0
CTR_001905,Train,0,91.80121641144177,0.0
CTR_001912,Train,0,91.80121641144177,0.0
CTR_001914,Train,0,91.80121641144177,0.0
CTR_001918,Train,0,91.80121641144177,0.0
CTR_001919,Train,0,91.80121641144177,0.0
CTR_001923,Test,0,91.80121641144177,0.0
CTR_001925,Train,0,91.80121641144177,0.0
CTR_001929,Train,0,91.80121641144177,0.0
CTR_001930,Train,0,91.80121641144177,0.0
CTR_001931,Test,0,91.80121641144177,0.0
CTR_001936,Train,0,91.80121641144177,0.0
CTR_001938,Train,0,91.80121641144177,0.0
CTR_001940,Train,0,91.80121641144177,0.0
CTR_001941,Train,1,91.80121641144177,1800.12
CTR_001943,Train,0,91.80121641144177,0.0
CTR_001945,Train,0,91.80121641144177,0.0
CTR_001950,Train,0,91.80121641144177,0.0
CTR_001956,Train,0,91.80121641144177,0.0
CTR_001959,Train,0,91.80121641144177,0.0
CTR_001961,Test,0,91.80121641144177,0.0
CTR_001967,Train,0,91.80121641144177,0.0
CTR_001986,Train,0,91.80121641144177,0.0
CTR_001987,Test,0,91.80121641144177,0.0
CTR_001990,Test,0,91.80121641144177,0.0
CTR_001991,Train,0,91.80121641144177,0.0
CTR_001993,Train,0,91.80121641144177,0.0
